environment,source,action,mean_count
KFQYT,human,left,7.333333333333333
KFQYT,o3,left,2.3333333333333335
KFQYT,qwen3-235b-a22b-thinking-2507,left,4.0
B58F3,claude-4-sonnet,left,12.333333333333334
B58F3,gemini-2.5-flash,left,2.0
B58F3,gemini-2.5-pro,left,2.3333333333333335
B58F3,human,left,81.44444444444444
B58F3,o3,left,2.6666666666666665
B58F3,qwen3-235b-a22b-thinking-2507,left,1.0
NRDF6,claude-4-sonnet,left,1.0
NRDF6,gemini-2.5-flash,left,1.0
NRDF6,gemini-2.5-pro,left,6.333333333333333
NRDF6,human,left,3.0
NRDF6,o3,left,0.6666666666666666
NRDF6,qwen3-235b-a22b-thinking-2507,left,0.6666666666666666
6JKKA,claude-4-sonnet,left,2.6666666666666665
6JKKA,gemini-2.5-flash,left,1.6666666666666667
6JKKA,gemini-2.5-pro,left,2.6666666666666665
6JKKA,human,left,35.44444444444444
6JKKA,o3,left,1.3333333333333333
6JKKA,qwen3-235b-a22b-thinking-2507,left,2.0
K8MTQ,claude-4-sonnet,left,1.0
K8MTQ,gemini-2.5-flash,left,1.0
K8MTQ,gemini-2.5-pro,left,1.0
K8MTQ,human,left,4.222222222222222
K8MTQ,o3,left,1.0
K8MTQ,qwen3-235b-a22b-thinking-2507,left,2.3333333333333335
T5F9B,claude-4-sonnet,left,1.0
T5F9B,gemini-2.5-flash,left,1.3333333333333333
T5F9B,gemini-2.5-pro,left,1.6666666666666667
T5F9B,human,left,1.8888888888888888
T5F9B,o3,left,0.6666666666666666
T5F9B,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
N59TE,claude-4-sonnet,left,0.6666666666666666
N59TE,gemini-2.5-flash,left,0.6666666666666666
N59TE,gemini-2.5-pro,left,5.0
N59TE,human,left,2.4444444444444446
N59TE,o3,left,1.6666666666666667
N59TE,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
76Z75,claude-4-sonnet,left,8.666666666666666
76Z75,gemini-2.5-flash,left,1.0
76Z75,gemini-2.5-pro,left,8.333333333333334
76Z75,human,left,11.88888888888889
76Z75,o3,left,8.333333333333334
76Z75,qwen3-235b-a22b-thinking-2507,left,1.25
NF5VZ,claude-4-sonnet,left,4.333333333333333
NF5VZ,gemini-2.5-flash,left,2.3333333333333335
NF5VZ,gemini-2.5-pro,left,11.0
NF5VZ,human,left,5.666666666666667
NF5VZ,o3,left,1.3333333333333333
NF5VZ,qwen3-235b-a22b-thinking-2507,left,3.0
236VK,claude-4-sonnet,left,5.666666666666667
236VK,gemini-2.5-flash,left,5.666666666666667
236VK,gemini-2.5-pro,left,3.3333333333333335
236VK,human,left,3.111111111111111
236VK,o3,left,3.0
236VK,qwen3-235b-a22b-thinking-2507,left,4.0
DQ8GC,claude-4-sonnet,left,2.0
DQ8GC,gemini-2.5-flash,left,2.3333333333333335
DQ8GC,gemini-2.5-pro,left,2.3333333333333335
DQ8GC,human,left,12.333333333333334
DQ8GC,o3,left,0.6666666666666666
DQ8GC,qwen3-235b-a22b-thinking-2507,left,4.666666666666667
QM9XB,claude-4-sonnet,left,9.666666666666666
QM9XB,gemini-2.5-flash,left,2.0
QM9XB,gemini-2.5-pro,left,22.333333333333332
QM9XB,human,left,14.222222222222221
QM9XB,o3,left,1.0
QM9XB,qwen3-235b-a22b-thinking-2507,left,13.333333333333334
6JVMF,claude-4-sonnet,left,8.0
6JVMF,gemini-2.5-flash,left,3.3333333333333335
6JVMF,gemini-2.5-pro,left,4.0
6JVMF,human,left,14.11111111111111
6JVMF,o3,left,1.6666666666666667
6JVMF,qwen3-235b-a22b-thinking-2507,left,5.0
27JBD,claude-4-sonnet,left,0.6666666666666666
27JBD,gemini-2.5-flash,left,0.3333333333333333
27JBD,gemini-2.5-pro,left,0.0
27JBD,human,left,4.222222222222222
27JBD,o3,left,0.0
27JBD,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
VQJH6,claude-4-sonnet,left,2.6666666666666665
VQJH6,gemini-2.5-flash,left,1.0
VQJH6,gemini-2.5-pro,left,6.666666666666667
VQJH6,human,left,5.222222222222222
VQJH6,o3,left,1.6666666666666667
VQJH6,qwen3-235b-a22b-thinking-2507,left,4.666666666666667
QQM74,claude-4-sonnet,left,6.0
QQM74,gemini-2.5-flash,left,6.0
QQM74,gemini-2.5-pro,left,1.0
QQM74,human,left,9.444444444444445
QQM74,o3,left,1.0
QQM74,qwen3-235b-a22b-thinking-2507,left,2.0
7XF97,claude-4-sonnet,left,8.0
7XF97,gemini-2.5-flash,left,2.3333333333333335
7XF97,gemini-2.5-pro,left,22.0
7XF97,human,left,26.444444444444443
7XF97,o3,left,1.0
7XF97,qwen3-235b-a22b-thinking-2507,left,3.0
BT3GB,claude-4-sonnet,left,1.3333333333333333
BT3GB,gemini-2.5-flash,left,1.0
BT3GB,gemini-2.5-pro,left,5.333333333333333
BT3GB,human,left,13.88888888888889
BT3GB,o3,left,3.0
BT3GB,qwen3-235b-a22b-thinking-2507,left,3.6666666666666665
BT2KZ,claude-4-sonnet,left,0.3333333333333333
BT2KZ,gemini-2.5-flash,left,0.0
BT2KZ,gemini-2.5-pro,left,1.6666666666666667
BT2KZ,human,left,1.6666666666666667
BT2KZ,o3,left,0.3333333333333333
BT2KZ,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
B8AKZ,claude-4-sonnet,left,3.6666666666666665
B8AKZ,gemini-2.5-flash,left,2.0
B8AKZ,gemini-2.5-pro,left,15.0
B8AKZ,human,left,18.77777777777778
B8AKZ,o3,left,8.333333333333334
B8AKZ,qwen3-235b-a22b-thinking-2507,left,3.0
9F8AJ,claude-4-sonnet,left,1.0
9F8AJ,gemini-2.5-flash,left,3.0
9F8AJ,gemini-2.5-pro,left,9.666666666666666
9F8AJ,human,left,9.666666666666666
9F8AJ,o3,left,1.0
9F8AJ,qwen3-235b-a22b-thinking-2507,left,1.0
4CKC2,claude-4-sonnet,left,1.0
4CKC2,gemini-2.5-flash,left,0.6666666666666666
4CKC2,gemini-2.5-pro,left,2.3333333333333335
4CKC2,human,left,1.8888888888888888
4CKC2,o3,left,0.6666666666666666
4CKC2,qwen3-235b-a22b-thinking-2507,left,2.6666666666666665
7WWW9,claude-4-sonnet,left,8.0
7WWW9,gemini-2.5-flash,left,10.0
7WWW9,gemini-2.5-pro,left,9.666666666666666
7WWW9,human,left,22.666666666666668
7WWW9,o3,left,3.6666666666666665
7WWW9,qwen3-235b-a22b-thinking-2507,left,6.0
N2NTD,claude-4-sonnet,left,5.666666666666667
N2NTD,gemini-2.5-flash,left,1.0
N2NTD,gemini-2.5-pro,left,1.3333333333333333
N2NTD,human,left,21.88888888888889
N2NTD,o3,left,4.0
N2NTD,qwen3-235b-a22b-thinking-2507,left,6.0
BY2Q7,claude-4-sonnet,left,0.3333333333333333
BY2Q7,gemini-2.5-flash,left,2.3333333333333335
BY2Q7,gemini-2.5-pro,left,4.333333333333333
BY2Q7,human,left,5.888888888888889
BY2Q7,o3,left,1.0
BY2Q7,qwen3-235b-a22b-thinking-2507,left,4.333333333333333
4T8TR,claude-4-sonnet,left,1.0
4T8TR,gemini-2.5-flash,left,1.0
4T8TR,gemini-2.5-pro,left,0.6666666666666666
4T8TR,human,left,3.4444444444444446
4T8TR,o3,left,1.3333333333333333
4T8TR,qwen3-235b-a22b-thinking-2507,left,2.6666666666666665
YS322,claude-4-sonnet,left,0.6666666666666666
YS322,gemini-2.5-flash,left,1.6666666666666667
YS322,gemini-2.5-pro,left,3.6666666666666665
YS322,human,left,6.0
YS322,o3,left,1.0
YS322,qwen3-235b-a22b-thinking-2507,left,0.6666666666666666
WHGHP,claude-4-sonnet,left,12.333333333333334
WHGHP,gemini-2.5-flash,left,2.3333333333333335
WHGHP,gemini-2.5-pro,left,4.666666666666667
WHGHP,human,left,40.44444444444444
WHGHP,o3,left,3.6666666666666665
WHGHP,qwen3-235b-a22b-thinking-2507,left,2.6666666666666665
EAHCW,claude-4-sonnet,left,0.6666666666666666
EAHCW,gemini-2.5-flash,left,0.6666666666666666
EAHCW,gemini-2.5-pro,left,2.6666666666666665
EAHCW,human,left,6.555555555555555
EAHCW,o3,left,1.0
EAHCW,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
83WKQ,claude-4-sonnet,left,6.0
83WKQ,gemini-2.5-flash,left,4.0
83WKQ,gemini-2.5-pro,left,5.333333333333333
83WKQ,human,left,14.88888888888889
83WKQ,o3,left,4.0
83WKQ,qwen3-235b-a22b-thinking-2507,left,6.0
3J4Z7,claude-4-sonnet,left,1.0
3J4Z7,gemini-2.5-flash,left,0.6666666666666666
3J4Z7,gemini-2.5-pro,left,1.0
3J4Z7,human,left,3.888888888888889
3J4Z7,o3,left,1.0
3J4Z7,qwen3-235b-a22b-thinking-2507,left,0.6666666666666666
QDHS3,claude-4-sonnet,left,4.666666666666667
QDHS3,gemini-2.5-flash,left,0.6666666666666666
QDHS3,gemini-2.5-pro,left,0.6666666666666666
QDHS3,human,left,10.333333333333334
QDHS3,o3,left,1.0
QDHS3,qwen3-235b-a22b-thinking-2507,left,1.3333333333333333
VA6FQ,claude-4-sonnet,left,1.0
VA6FQ,gemini-2.5-flash,left,3.6666666666666665
VA6FQ,gemini-2.5-pro,left,1.3333333333333333
VA6FQ,human,left,8.88888888888889
VA6FQ,o3,left,1.6666666666666667
VA6FQ,qwen3-235b-a22b-thinking-2507,left,1.0
7VKTD,claude-4-sonnet,left,19.0
7VKTD,gemini-2.5-flash,left,4.666666666666667
7VKTD,gemini-2.5-pro,left,9.0
7VKTD,human,left,6.333333333333333
7VKTD,o3,left,4.0
7VKTD,qwen3-235b-a22b-thinking-2507,left,1.6666666666666667
set,claude-4-sonnet,left,1.3333333333333333
set,gemini-2.5-flash,left,1.3333333333333333
set,gemini-2.5-pro,left,1.0
set,human,left,10.88888888888889
set,o3,left,0.6666666666666666
set,qwen3-235b-a22b-thinking-2507,left,2.6666666666666665
XHGKQ,claude-4-sonnet,left,1.3333333333333333
XHGKQ,gemini-2.5-flash,left,1.3333333333333333
XHGKQ,gemini-2.5-pro,left,3.0
XHGKQ,human,left,14.11111111111111
XHGKQ,o3,left,2.3333333333333335
XHGKQ,qwen3-235b-a22b-thinking-2507,left,1.3333333333333333
F5W3N,claude-4-sonnet,left,1.6666666666666667
F5W3N,gemini-2.5-flash,left,1.3333333333333333
F5W3N,gemini-2.5-pro,left,33.333333333333336
F5W3N,human,left,20.22222222222222
F5W3N,o3,left,1.3333333333333333
F5W3N,qwen3-235b-a22b-thinking-2507,left,2.3333333333333335
JXQAW,claude-4-sonnet,left,1.0
JXQAW,gemini-2.5-flash,left,0.6666666666666666
JXQAW,gemini-2.5-pro,left,6.666666666666667
JXQAW,human,left,4.111111111111111
JXQAW,o3,left,1.0
JXQAW,qwen3-235b-a22b-thinking-2507,left,4.0
4N7BB,claude-4-sonnet,left,1.0
4N7BB,gemini-2.5-flash,left,1.0
4N7BB,gemini-2.5-pro,left,1.0
4N7BB,human,left,2.5555555555555554
4N7BB,o3,left,0.6666666666666666
4N7BB,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
NTQ4Y,claude-4-sonnet,left,0.6666666666666666
NTQ4Y,gemini-2.5-flash,left,0.6666666666666666
NTQ4Y,gemini-2.5-pro,left,0.3333333333333333
NTQ4Y,human,left,2.7777777777777777
NTQ4Y,o3,left,0.6666666666666666
NTQ4Y,qwen3-235b-a22b-thinking-2507,left,0.3333333333333333
DGG2C,claude-4-sonnet,left,4.0
DGG2C,gemini-2.5-flash,left,7.333333333333333
DGG2C,gemini-2.5-pro,left,1.3333333333333333
DGG2C,human,left,18.333333333333332
DGG2C,o3,left,0.6666666666666666
DGG2C,qwen3-235b-a22b-thinking-2507,left,1.0
S2KT7,claude-4-sonnet,right,1.5
S2KT7,gemini-2.5-flash,right,1.3333333333333333
S2KT7,gemini-2.5-pro,right,3.6666666666666665
S2KT7,human,right,8.0
S2KT7,o3,right,2.0
S2KT7,qwen3-235b-a22b-thinking-2507,right,2.3333333333333335
27VWC,claude-4-sonnet,right,1.0
27VWC,gemini-2.5-flash,right,1.6666666666666667
27VWC,gemini-2.5-pro,right,1.6666666666666667
27VWC,human,right,1.7777777777777777
27VWC,o3,right,0.6666666666666666
27VWC,qwen3-235b-a22b-thinking-2507,right,2.3333333333333335
KFQYT,claude-4-sonnet,right,1.0
KFQYT,gemini-2.5-flash,right,1.0
KFQYT,gemini-2.5-pro,right,5.333333333333333
KFQYT,human,right,7.666666666666667
KFQYT,o3,right,2.0
KFQYT,qwen3-235b-a22b-thinking-2507,right,3.0
B58F3,claude-4-sonnet,right,14.333333333333334
B58F3,gemini-2.5-flash,right,3.6666666666666665
B58F3,gemini-2.5-pro,right,6.0
B58F3,human,right,86.0
B58F3,o3,right,4.666666666666667
B58F3,qwen3-235b-a22b-thinking-2507,right,1.5
NRDF6,claude-4-sonnet,right,1.0
NRDF6,gemini-2.5-flash,right,1.0
NRDF6,gemini-2.5-pro,right,12.666666666666666
NRDF6,human,right,2.5555555555555554
NRDF6,o3,right,0.3333333333333333
NRDF6,qwen3-235b-a22b-thinking-2507,right,1.3333333333333333
6JKKA,claude-4-sonnet,right,2.3333333333333335
6JKKA,gemini-2.5-flash,right,2.6666666666666665
6JKKA,gemini-2.5-pro,right,3.0
6JKKA,human,right,35.666666666666664
6JKKA,o3,right,2.3333333333333335
6JKKA,qwen3-235b-a22b-thinking-2507,right,2.0
K8MTQ,claude-4-sonnet,right,1.3333333333333333
K8MTQ,gemini-2.5-flash,right,4.333333333333333
K8MTQ,gemini-2.5-pro,right,2.3333333333333335
K8MTQ,human,right,4.444444444444445
K8MTQ,o3,right,0.6666666666666666
K8MTQ,qwen3-235b-a22b-thinking-2507,right,4.333333333333333
T5F9B,claude-4-sonnet,right,1.0
T5F9B,gemini-2.5-flash,right,1.3333333333333333
T5F9B,gemini-2.5-pro,right,2.6666666666666665
T5F9B,human,right,3.0
T5F9B,o3,right,1.6666666666666667
T5F9B,qwen3-235b-a22b-thinking-2507,right,2.6666666666666665
N59TE,claude-4-sonnet,right,1.3333333333333333
N59TE,gemini-2.5-flash,right,1.3333333333333333
N59TE,gemini-2.5-pro,right,8.0
N59TE,human,right,3.111111111111111
N59TE,o3,right,2.0
N59TE,qwen3-235b-a22b-thinking-2507,right,2.0
76Z75,claude-4-sonnet,right,10.333333333333334
76Z75,gemini-2.5-flash,right,1.0
76Z75,gemini-2.5-pro,right,7.666666666666667
76Z75,human,right,12.555555555555555
76Z75,o3,right,4.333333333333333
76Z75,qwen3-235b-a22b-thinking-2507,right,11.0
NF5VZ,claude-4-sonnet,right,8.0
NF5VZ,gemini-2.5-flash,right,3.0
NF5VZ,gemini-2.5-pro,right,10.333333333333334
NF5VZ,human,right,8.666666666666666
NF5VZ,o3,right,2.3333333333333335
NF5VZ,qwen3-235b-a22b-thinking-2507,right,2.0
236VK,claude-4-sonnet,right,2.0
236VK,gemini-2.5-flash,right,1.0
236VK,gemini-2.5-pro,right,1.3333333333333333
236VK,human,right,7.333333333333333
236VK,o3,right,1.6666666666666667
236VK,qwen3-235b-a22b-thinking-2507,right,4.666666666666667
DQ8GC,claude-4-sonnet,right,6.0
DQ8GC,gemini-2.5-flash,right,5.0
DQ8GC,gemini-2.5-pro,right,5.666666666666667
DQ8GC,human,right,24.22222222222222
DQ8GC,o3,right,4.666666666666667
DQ8GC,qwen3-235b-a22b-thinking-2507,right,8.0
QM9XB,claude-4-sonnet,right,5.333333333333333
QM9XB,gemini-2.5-flash,right,4.0
QM9XB,gemini-2.5-pro,right,24.0
QM9XB,human,right,11.555555555555555
QM9XB,o3,right,4.0
QM9XB,qwen3-235b-a22b-thinking-2507,right,5.333333333333333
6JVMF,claude-4-sonnet,right,7.666666666666667
6JVMF,gemini-2.5-flash,right,3.0
6JVMF,gemini-2.5-pro,right,3.6666666666666665
6JVMF,human,right,12.11111111111111
6JVMF,o3,right,2.6666666666666665
6JVMF,qwen3-235b-a22b-thinking-2507,right,2.0
27JBD,claude-4-sonnet,right,1.0
27JBD,gemini-2.5-flash,right,0.6666666666666666
27JBD,gemini-2.5-pro,right,2.0
27JBD,human,right,6.777777777777778
27JBD,o3,right,1.6666666666666667
27JBD,qwen3-235b-a22b-thinking-2507,right,22.666666666666668
VQJH6,claude-4-sonnet,right,2.0
VQJH6,gemini-2.5-flash,right,1.0
VQJH6,gemini-2.5-pro,right,7.333333333333333
VQJH6,human,right,3.888888888888889
VQJH6,o3,right,2.0
VQJH6,qwen3-235b-a22b-thinking-2507,right,4.666666666666667
QQM74,claude-4-sonnet,right,8.333333333333334
QQM74,gemini-2.5-flash,right,5.666666666666667
QQM74,gemini-2.5-pro,right,1.3333333333333333
QQM74,human,right,7.222222222222222
QQM74,o3,right,0.3333333333333333
QQM74,qwen3-235b-a22b-thinking-2507,right,2.6666666666666665
7XF97,claude-4-sonnet,right,6.333333333333333
7XF97,gemini-2.5-flash,right,1.6666666666666667
7XF97,gemini-2.5-pro,right,23.333333333333332
7XF97,human,right,26.77777777777778
7XF97,o3,right,1.6666666666666667
7XF97,qwen3-235b-a22b-thinking-2507,right,1.0
BT3GB,claude-4-sonnet,right,3.0
BT3GB,gemini-2.5-flash,right,1.0
BT3GB,gemini-2.5-pro,right,3.0
BT3GB,human,right,17.666666666666668
BT3GB,o3,right,2.3333333333333335
BT3GB,qwen3-235b-a22b-thinking-2507,right,2.6666666666666665
BT2KZ,claude-4-sonnet,right,1.3333333333333333
BT2KZ,gemini-2.5-flash,right,0.0
BT2KZ,gemini-2.5-pro,right,2.6666666666666665
BT2KZ,human,right,3.5555555555555554
BT2KZ,o3,right,0.3333333333333333
BT2KZ,qwen3-235b-a22b-thinking-2507,right,0.6666666666666666
B8AKZ,claude-4-sonnet,right,3.6666666666666665
B8AKZ,gemini-2.5-flash,right,1.3333333333333333
B8AKZ,gemini-2.5-pro,right,14.333333333333334
B8AKZ,human,right,19.22222222222222
B8AKZ,o3,right,4.666666666666667
B8AKZ,qwen3-235b-a22b-thinking-2507,right,4.0
9F8AJ,claude-4-sonnet,right,0.6666666666666666
9F8AJ,gemini-2.5-flash,right,12.0
9F8AJ,gemini-2.5-pro,right,13.666666666666666
9F8AJ,human,right,8.333333333333334
9F8AJ,o3,right,0.6666666666666666
9F8AJ,qwen3-235b-a22b-thinking-2507,right,7.0
4CKC2,claude-4-sonnet,right,1.0
4CKC2,gemini-2.5-flash,right,0.6666666666666666
4CKC2,gemini-2.5-pro,right,3.3333333333333335
4CKC2,human,right,1.7777777777777777
4CKC2,o3,right,1.6666666666666667
4CKC2,qwen3-235b-a22b-thinking-2507,right,4.0
7WWW9,claude-4-sonnet,right,16.0
7WWW9,gemini-2.5-flash,right,16.666666666666668
7WWW9,gemini-2.5-pro,right,11.333333333333334
7WWW9,human,right,28.11111111111111
7WWW9,o3,right,7.666666666666667
7WWW9,qwen3-235b-a22b-thinking-2507,right,7.333333333333333
N2NTD,claude-4-sonnet,right,5.333333333333333
N2NTD,gemini-2.5-flash,right,1.0
N2NTD,gemini-2.5-pro,right,1.0
N2NTD,human,right,22.0
N2NTD,o3,right,2.3333333333333335
N2NTD,qwen3-235b-a22b-thinking-2507,right,3.5
BY2Q7,claude-4-sonnet,right,1.0
BY2Q7,gemini-2.5-flash,right,3.3333333333333335
BY2Q7,gemini-2.5-pro,right,8.0
BY2Q7,human,right,6.777777777777778
BY2Q7,o3,right,1.0
BY2Q7,qwen3-235b-a22b-thinking-2507,right,6.666666666666667
4T8TR,claude-4-sonnet,right,1.3333333333333333
4T8TR,gemini-2.5-flash,right,0.6666666666666666
4T8TR,gemini-2.5-pro,right,1.3333333333333333
4T8TR,human,right,3.888888888888889
4T8TR,o3,right,2.0
4T8TR,qwen3-235b-a22b-thinking-2507,right,4.0
YS322,claude-4-sonnet,right,1.0
YS322,gemini-2.5-flash,right,5.0
YS322,gemini-2.5-pro,right,6.0
YS322,human,right,3.6666666666666665
YS322,o3,right,0.6666666666666666
YS322,qwen3-235b-a22b-thinking-2507,right,2.3333333333333335
WHGHP,claude-4-sonnet,right,17.333333333333332
WHGHP,gemini-2.5-flash,right,4.666666666666667
WHGHP,gemini-2.5-pro,right,7.666666666666667
WHGHP,human,right,35.44444444444444
WHGHP,o3,right,7.333333333333333
WHGHP,qwen3-235b-a22b-thinking-2507,right,2.6666666666666665
EAHCW,claude-4-sonnet,right,1.6666666666666667
EAHCW,gemini-2.5-flash,right,0.6666666666666666
EAHCW,gemini-2.5-pro,right,4.0
EAHCW,human,right,7.888888888888889
EAHCW,o3,right,1.6666666666666667
EAHCW,qwen3-235b-a22b-thinking-2507,right,2.6666666666666665
83WKQ,claude-4-sonnet,right,3.6666666666666665
83WKQ,gemini-2.5-flash,right,2.0
83WKQ,gemini-2.5-pro,right,5.0
83WKQ,human,right,9.88888888888889
83WKQ,o3,right,6.0
83WKQ,qwen3-235b-a22b-thinking-2507,right,4.0
3J4Z7,claude-4-sonnet,right,1.3333333333333333
3J4Z7,gemini-2.5-flash,right,0.6666666666666666
3J4Z7,gemini-2.5-pro,right,1.0
3J4Z7,human,right,4.555555555555555
3J4Z7,o3,right,0.3333333333333333
3J4Z7,qwen3-235b-a22b-thinking-2507,right,0.6666666666666666
QDHS3,claude-4-sonnet,right,13.666666666666666
QDHS3,gemini-2.5-flash,right,11.333333333333334
QDHS3,gemini-2.5-pro,right,2.0
QDHS3,human,right,11.222222222222221
QDHS3,o3,right,2.3333333333333335
QDHS3,qwen3-235b-a22b-thinking-2507,right,10.0
VA6FQ,claude-4-sonnet,right,1.0
VA6FQ,gemini-2.5-flash,right,3.6666666666666665
VA6FQ,gemini-2.5-pro,right,2.0
VA6FQ,human,right,10.88888888888889
VA6FQ,o3,right,2.0
VA6FQ,qwen3-235b-a22b-thinking-2507,right,5.333333333333333
7VKTD,claude-4-sonnet,right,18.666666666666668
7VKTD,gemini-2.5-flash,right,3.3333333333333335
7VKTD,gemini-2.5-pro,right,9.0
7VKTD,human,right,5.666666666666667
7VKTD,o3,right,2.3333333333333335
7VKTD,qwen3-235b-a22b-thinking-2507,right,4.666666666666667
set,claude-4-sonnet,right,2.3333333333333335
set,gemini-2.5-flash,right,1.3333333333333333
set,gemini-2.5-pro,right,3.0
set,human,right,5.666666666666667
set,o3,right,0.6666666666666666
set,qwen3-235b-a22b-thinking-2507,right,3.0
XHGKQ,claude-4-sonnet,right,1.3333333333333333
XHGKQ,gemini-2.5-flash,right,1.3333333333333333
XHGKQ,gemini-2.5-pro,right,3.0
XHGKQ,human,right,11.11111111111111
XHGKQ,o3,right,1.6666666666666667
XHGKQ,qwen3-235b-a22b-thinking-2507,right,0.3333333333333333
F5W3N,claude-4-sonnet,right,1.6666666666666667
F5W3N,gemini-2.5-flash,right,2.0
F5W3N,gemini-2.5-pro,right,24.333333333333332
F5W3N,human,right,21.555555555555557
F5W3N,o3,right,1.3333333333333333
F5W3N,qwen3-235b-a22b-thinking-2507,right,1.0
JXQAW,claude-4-sonnet,right,1.3333333333333333
JXQAW,gemini-2.5-flash,right,0.6666666666666666
JXQAW,gemini-2.5-pro,right,6.666666666666667
JXQAW,human,right,5.666666666666667
JXQAW,o3,right,0.3333333333333333
JXQAW,qwen3-235b-a22b-thinking-2507,right,2.6666666666666665
4N7BB,claude-4-sonnet,right,1.0
4N7BB,gemini-2.5-flash,right,0.6666666666666666
4N7BB,gemini-2.5-pro,right,1.0
4N7BB,human,right,2.111111111111111
4N7BB,o3,right,0.3333333333333333
4N7BB,qwen3-235b-a22b-thinking-2507,right,0.3333333333333333
NTQ4Y,claude-4-sonnet,right,1.0
NTQ4Y,gemini-2.5-flash,right,0.6666666666666666
NTQ4Y,gemini-2.5-pro,right,1.3333333333333333
NTQ4Y,human,right,3.2222222222222223
NTQ4Y,o3,right,0.6666666666666666
NTQ4Y,qwen3-235b-a22b-thinking-2507,right,1.0
DGG2C,claude-4-sonnet,right,4.666666666666667
DGG2C,gemini-2.5-flash,right,8.333333333333334
DGG2C,gemini-2.5-pro,right,3.0
DGG2C,human,right,13.777777777777779
DGG2C,o3,right,0.6666666666666666
DGG2C,qwen3-235b-a22b-thinking-2507,right,1.3333333333333333
S2KT7,claude-4-sonnet,click,6.5
S2KT7,gemini-2.5-flash,click,16.666666666666668
S2KT7,gemini-2.5-pro,click,7.666666666666667
S2KT7,human,click,54.22222222222222
S2KT7,o3,click,7.0
S2KT7,qwen3-235b-a22b-thinking-2507,click,5.666666666666667
27VWC,claude-4-sonnet,click,15.0
27VWC,gemini-2.5-flash,click,20.0
27VWC,gemini-2.5-pro,click,13.0
27VWC,human,click,80.44444444444444
27VWC,o3,click,20.666666666666668
27VWC,qwen3-235b-a22b-thinking-2507,click,13.666666666666666
