environment,source,action,mean_count
KFQYT,claude-4-sonnet,click,4.333333333333333
KFQYT,gemini-2.5-flash,click,16.666666666666668
KFQYT,gemini-2.5-pro,click,34.333333333333336
KFQYT,human,click,34.55555555555556
KFQYT,o3,click,6.333333333333333
KFQYT,qwen3-235b-a22b-thinking-2507,click,5.666666666666667
B58F3,claude-4-sonnet,click,2.6666666666666665
B58F3,gemini-2.5-flash,click,6.666666666666667
B58F3,gemini-2.5-pro,click,3.6666666666666665
B58F3,human,click,9.222222222222221
B58F3,o3,click,2.3333333333333335
B58F3,qwen3-235b-a22b-thinking-2507,click,3.0
NRDF6,claude-4-sonnet,click,24.0
NRDF6,gemini-2.5-flash,click,13.0
NRDF6,gemini-2.5-pro,click,52.0
NRDF6,human,click,40.333333333333336
NRDF6,o3,click,13.0
NRDF6,qwen3-235b-a22b-thinking-2507,click,13.333333333333334
6JKKA,claude-4-sonnet,click,9.0
6JKKA,gemini-2.5-flash,click,7.666666666666667
6JKKA,gemini-2.5-pro,click,22.666666666666668
6JKKA,human,click,22.666666666666668
6JKKA,o3,click,5.0
6JKKA,qwen3-235b-a22b-thinking-2507,click,4.333333333333333
K8MTQ,claude-4-sonnet,click,21.666666666666668
K8MTQ,gemini-2.5-flash,click,12.0
K8MTQ,gemini-2.5-pro,click,9.0
K8MTQ,human,click,70.66666666666667
K8MTQ,o3,click,7.666666666666667
K8MTQ,qwen3-235b-a22b-thinking-2507,click,10.0
T5F9B,claude-4-sonnet,click,24.333333333333332
T5F9B,gemini-2.5-flash,click,6.333333333333333
T5F9B,gemini-2.5-pro,click,65.33333333333333
T5F9B,human,click,71.88888888888889
T5F9B,o3,click,22.333333333333332
T5F9B,qwen3-235b-a22b-thinking-2507,click,111.33333333333333
N59TE,claude-4-sonnet,click,10.333333333333334
N59TE,gemini-2.5-flash,click,22.333333333333332
N59TE,gemini-2.5-pro,click,69.0
N59TE,human,click,43.44444444444444
N59TE,o3,click,22.333333333333332
N59TE,qwen3-235b-a22b-thinking-2507,click,13.333333333333334
76Z75,claude-4-sonnet,click,10.333333333333334
76Z75,gemini-2.5-flash,click,8.666666666666666
76Z75,gemini-2.5-pro,click,15.0
76Z75,human,click,16.88888888888889
76Z75,o3,click,6.333333333333333
76Z75,qwen3-235b-a22b-thinking-2507,click,3.5
NF5VZ,claude-4-sonnet,click,12.666666666666666
NF5VZ,gemini-2.5-flash,click,9.666666666666666
NF5VZ,gemini-2.5-pro,click,27.333333333333332
NF5VZ,human,click,15.222222222222221
NF5VZ,o3,click,8.0
NF5VZ,qwen3-235b-a22b-thinking-2507,click,1.0
236VK,claude-4-sonnet,click,5.0
236VK,gemini-2.5-flash,click,11.0
236VK,gemini-2.5-pro,click,6.666666666666667
236VK,human,click,14.555555555555555
236VK,o3,click,2.6666666666666665
236VK,qwen3-235b-a22b-thinking-2507,click,3.3333333333333335
DQ8GC,claude-4-sonnet,click,1.3333333333333333
DQ8GC,gemini-2.5-flash,click,2.6666666666666665
DQ8GC,gemini-2.5-pro,click,2.0
DQ8GC,human,click,17.666666666666668
DQ8GC,o3,click,0.6666666666666666
DQ8GC,qwen3-235b-a22b-thinking-2507,click,1.3333333333333333
QM9XB,claude-4-sonnet,click,9.666666666666666
QM9XB,gemini-2.5-flash,click,4.666666666666667
QM9XB,gemini-2.5-pro,click,17.333333333333332
QM9XB,human,click,24.88888888888889
QM9XB,o3,click,11.333333333333334
QM9XB,qwen3-235b-a22b-thinking-2507,click,5.666666666666667
6JVMF,claude-4-sonnet,click,4.0
6JVMF,gemini-2.5-flash,click,1.0
6JVMF,gemini-2.5-pro,click,8.666666666666666
6JVMF,human,click,11.88888888888889
6JVMF,o3,click,2.0
6JVMF,qwen3-235b-a22b-thinking-2507,click,1.0
27JBD,claude-4-sonnet,click,42.0
27JBD,gemini-2.5-flash,click,12.0
27JBD,gemini-2.5-pro,click,17.0
27JBD,human,click,76.77777777777777
27JBD,o3,click,12.333333333333334
27JBD,qwen3-235b-a22b-thinking-2507,click,28.333333333333332
VQJH6,claude-4-sonnet,click,21.0
VQJH6,gemini-2.5-flash,click,10.0
VQJH6,gemini-2.5-pro,click,24.666666666666668
VQJH6,human,click,26.555555555555557
VQJH6,o3,click,10.0
VQJH6,qwen3-235b-a22b-thinking-2507,click,3.6666666666666665
QQM74,claude-4-sonnet,click,4.666666666666667
QQM74,gemini-2.5-flash,click,6.666666666666667
QQM74,gemini-2.5-pro,click,10.0
QQM74,human,click,13.555555555555555
QQM74,o3,click,9.666666666666666
QQM74,qwen3-235b-a22b-thinking-2507,click,5.333333333333333
7XF97,claude-4-sonnet,click,37.333333333333336
7XF97,gemini-2.5-flash,click,19.0
7XF97,gemini-2.5-pro,click,73.33333333333333
7XF97,human,click,42.333333333333336
7XF97,o3,click,14.333333333333334
7XF97,qwen3-235b-a22b-thinking-2507,click,11.333333333333334
BT3GB,claude-4-sonnet,click,4.0
BT3GB,gemini-2.5-flash,click,5.0
BT3GB,gemini-2.5-pro,click,2.0
BT3GB,human,click,10.777777777777779
BT3GB,o3,click,4.0
BT3GB,qwen3-235b-a22b-thinking-2507,click,0.6666666666666666
BT2KZ,claude-4-sonnet,click,5.333333333333333
BT2KZ,gemini-2.5-flash,click,15.666666666666666
BT2KZ,gemini-2.5-pro,click,7.333333333333333
BT2KZ,human,click,22.444444444444443
BT2KZ,o3,click,7.666666666666667
BT2KZ,qwen3-235b-a22b-thinking-2507,click,9.0
B8AKZ,claude-4-sonnet,click,4.0
B8AKZ,gemini-2.5-flash,click,4.333333333333333
B8AKZ,gemini-2.5-pro,click,27.666666666666668
B8AKZ,human,click,43.22222222222222
B8AKZ,o3,click,4.0
B8AKZ,qwen3-235b-a22b-thinking-2507,click,7.333333333333333
9F8AJ,claude-4-sonnet,click,17.333333333333332
9F8AJ,gemini-2.5-flash,click,15.0
9F8AJ,gemini-2.5-pro,click,124.66666666666667
9F8AJ,human,click,68.77777777777777
9F8AJ,o3,click,4.333333333333333
9F8AJ,qwen3-235b-a22b-thinking-2507,click,10.333333333333334
4CKC2,claude-4-sonnet,click,14.0
4CKC2,gemini-2.5-flash,click,8.666666666666666
4CKC2,gemini-2.5-pro,click,18.333333333333332
4CKC2,human,click,49.22222222222222
4CKC2,o3,click,7.0
4CKC2,qwen3-235b-a22b-thinking-2507,click,12.0
7WWW9,claude-4-sonnet,click,4.0
7WWW9,gemini-2.5-flash,click,3.6666666666666665
7WWW9,gemini-2.5-pro,click,7.666666666666667
7WWW9,human,click,5.444444444444445
7WWW9,o3,click,4.0
7WWW9,qwen3-235b-a22b-thinking-2507,click,2.6666666666666665
N2NTD,claude-4-sonnet,click,15.333333333333334
N2NTD,gemini-2.5-flash,click,11.333333333333334
N2NTD,gemini-2.5-pro,click,7.666666666666667
N2NTD,human,click,9.555555555555555
N2NTD,o3,click,4.666666666666667
N2NTD,qwen3-235b-a22b-thinking-2507,click,10.0
BY2Q7,claude-4-sonnet,click,3.6666666666666665
BY2Q7,gemini-2.5-flash,click,19.0
BY2Q7,gemini-2.5-pro,click,75.33333333333333
BY2Q7,human,click,145.88888888888889
BY2Q7,o3,click,24.0
BY2Q7,qwen3-235b-a22b-thinking-2507,click,73.0
4T8TR,claude-4-sonnet,click,3.3333333333333335
4T8TR,gemini-2.5-flash,click,13.333333333333334
4T8TR,gemini-2.5-pro,click,5.333333333333333
4T8TR,human,click,56.55555555555556
4T8TR,o3,click,7.333333333333333
4T8TR,qwen3-235b-a22b-thinking-2507,click,5.666666666666667
YS322,claude-4-sonnet,click,16.333333333333332
YS322,gemini-2.5-flash,click,30.0
YS322,gemini-2.5-pro,click,47.333333333333336
YS322,human,click,82.66666666666667
YS322,o3,click,14.333333333333334
YS322,qwen3-235b-a22b-thinking-2507,click,7.666666666666667
WHGHP,claude-4-sonnet,click,6.0
WHGHP,gemini-2.5-flash,click,4.333333333333333
WHGHP,gemini-2.5-pro,click,22.666666666666668
WHGHP,human,click,6.333333333333333
WHGHP,o3,click,2.0
WHGHP,qwen3-235b-a22b-thinking-2507,click,3.3333333333333335
EAHCW,claude-4-sonnet,click,16.666666666666668
EAHCW,gemini-2.5-flash,click,7.333333333333333
EAHCW,gemini-2.5-pro,click,19.666666666666668
EAHCW,human,click,54.0
EAHCW,o3,click,16.666666666666668
EAHCW,qwen3-235b-a22b-thinking-2507,click,14.333333333333334
83WKQ,claude-4-sonnet,click,3.3333333333333335
83WKQ,gemini-2.5-flash,click,16.0
83WKQ,gemini-2.5-pro,click,9.666666666666666
83WKQ,human,click,110.11111111111111
83WKQ,o3,click,11.666666666666666
83WKQ,qwen3-235b-a22b-thinking-2507,click,4.0
3J4Z7,claude-4-sonnet,click,36.0
3J4Z7,gemini-2.5-flash,click,10.333333333333334
3J4Z7,gemini-2.5-pro,click,7.666666666666667
3J4Z7,human,click,44.666666666666664
3J4Z7,o3,click,16.0
3J4Z7,qwen3-235b-a22b-thinking-2507,click,8.666666666666666
QDHS3,claude-4-sonnet,click,6.0
QDHS3,gemini-2.5-flash,click,2.3333333333333335
QDHS3,gemini-2.5-pro,click,0.6666666666666666
QDHS3,human,click,20.666666666666668
QDHS3,o3,click,1.0
QDHS3,qwen3-235b-a22b-thinking-2507,click,3.6666666666666665
VA6FQ,claude-4-sonnet,click,28.0
VA6FQ,gemini-2.5-flash,click,12.0
VA6FQ,gemini-2.5-pro,click,8.666666666666666
VA6FQ,human,click,97.55555555555556
VA6FQ,o3,click,17.333333333333332
VA6FQ,qwen3-235b-a22b-thinking-2507,click,40.0
7VKTD,claude-4-sonnet,click,6.0
7VKTD,gemini-2.5-flash,click,2.3333333333333335
7VKTD,gemini-2.5-pro,click,4.333333333333333
7VKTD,human,click,8.555555555555555
7VKTD,o3,click,2.0
7VKTD,qwen3-235b-a22b-thinking-2507,click,3.6666666666666665
set,claude-4-sonnet,click,3.3333333333333335
set,gemini-2.5-flash,click,4.666666666666667
set,gemini-2.5-pro,click,4.666666666666667
set,human,click,151.33333333333334
set,o3,click,9.0
set,qwen3-235b-a22b-thinking-2507,click,5.333333333333333
XHGKQ,claude-4-sonnet,click,9.0
XHGKQ,gemini-2.5-flash,click,6.666666666666667
XHGKQ,gemini-2.5-pro,click,15.0
XHGKQ,human,click,2.4444444444444446
XHGKQ,o3,click,16.0
XHGKQ,qwen3-235b-a22b-thinking-2507,click,10.0
F5W3N,claude-4-sonnet,click,7.333333333333333
F5W3N,gemini-2.5-flash,click,4.0
F5W3N,gemini-2.5-pro,click,5.666666666666667
F5W3N,human,click,5.333333333333333
F5W3N,o3,click,1.0
F5W3N,qwen3-235b-a22b-thinking-2507,click,16.0
JXQAW,claude-4-sonnet,click,24.0
JXQAW,gemini-2.5-flash,click,10.666666666666666
JXQAW,gemini-2.5-pro,click,29.0
JXQAW,human,click,52.666666666666664
JXQAW,o3,click,34.0
JXQAW,qwen3-235b-a22b-thinking-2507,click,15.333333333333334
4N7BB,claude-4-sonnet,click,10.333333333333334
4N7BB,gemini-2.5-flash,click,7.666666666666667
4N7BB,gemini-2.5-pro,click,13.0
4N7BB,human,click,42.77777777777778
4N7BB,o3,click,9.666666666666666
4N7BB,qwen3-235b-a22b-thinking-2507,click,6.666666666666667
NTQ4Y,claude-4-sonnet,click,14.666666666666666
NTQ4Y,gemini-2.5-flash,click,7.666666666666667
NTQ4Y,gemini-2.5-pro,click,12.0
NTQ4Y,human,click,75.88888888888889
NTQ4Y,o3,click,12.666666666666666
NTQ4Y,qwen3-235b-a22b-thinking-2507,click,10.0
DGG2C,claude-4-sonnet,click,2.3333333333333335
DGG2C,gemini-2.5-flash,click,10.0
DGG2C,gemini-2.5-pro,click,3.6666666666666665
DGG2C,human,click,10.666666666666666
DGG2C,o3,click,10.666666666666666
DGG2C,qwen3-235b-a22b-thinking-2507,click,4.0
S2KT7,claude-4-sonnet,resets,0.0
S2KT7,gemini-2.5-flash,resets,2.3333333333333335
S2KT7,gemini-2.5-pro,resets,1.3333333333333333
S2KT7,human,resets,1.5555555555555556
S2KT7,o3,resets,1.6666666666666667
S2KT7,qwen3-235b-a22b-thinking-2507,resets,1.3333333333333333
27VWC,claude-4-sonnet,resets,0.0
27VWC,gemini-2.5-flash,resets,2.6666666666666665
27VWC,gemini-2.5-pro,resets,0.0
27VWC,human,resets,3.3333333333333335
27VWC,o3,resets,1.3333333333333333
27VWC,qwen3-235b-a22b-thinking-2507,resets,1.3333333333333333
KFQYT,claude-4-sonnet,resets,0.0
KFQYT,gemini-2.5-flash,resets,1.6666666666666667
KFQYT,gemini-2.5-pro,resets,3.3333333333333335
KFQYT,human,resets,1.1111111111111112
KFQYT,o3,resets,2.0
KFQYT,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
B58F3,claude-4-sonnet,resets,0.0
B58F3,gemini-2.5-flash,resets,3.6666666666666665
B58F3,gemini-2.5-pro,resets,0.0
B58F3,human,resets,1.1111111111111112
B58F3,o3,resets,1.3333333333333333
B58F3,qwen3-235b-a22b-thinking-2507,resets,0.5
NRDF6,claude-4-sonnet,resets,0.0
NRDF6,gemini-2.5-flash,resets,1.3333333333333333
NRDF6,gemini-2.5-pro,resets,22.0
NRDF6,human,resets,4.222222222222222
NRDF6,o3,resets,4.666666666666667
NRDF6,qwen3-235b-a22b-thinking-2507,resets,0.3333333333333333
6JKKA,claude-4-sonnet,resets,1.0
6JKKA,gemini-2.5-flash,resets,0.6666666666666666
6JKKA,gemini-2.5-pro,resets,9.0
6JKKA,human,resets,2.4444444444444446
6JKKA,o3,resets,1.3333333333333333
6JKKA,qwen3-235b-a22b-thinking-2507,resets,1.0
K8MTQ,claude-4-sonnet,resets,0.6666666666666666
K8MTQ,gemini-2.5-flash,resets,1.6666666666666667
K8MTQ,gemini-2.5-pro,resets,0.3333333333333333
K8MTQ,human,resets,1.6666666666666667
K8MTQ,o3,resets,0.6666666666666666
K8MTQ,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
T5F9B,claude-4-sonnet,resets,2.6666666666666665
T5F9B,gemini-2.5-flash,resets,3.6666666666666665
T5F9B,gemini-2.5-pro,resets,15.666666666666666
T5F9B,human,resets,10.88888888888889
T5F9B,o3,resets,4.0
T5F9B,qwen3-235b-a22b-thinking-2507,resets,2.3333333333333335
N59TE,claude-4-sonnet,resets,0.0
N59TE,gemini-2.5-flash,resets,1.6666666666666667
N59TE,gemini-2.5-pro,resets,1.6666666666666667
N59TE,human,resets,2.0
N59TE,o3,resets,4.0
N59TE,qwen3-235b-a22b-thinking-2507,resets,0.0
76Z75,claude-4-sonnet,resets,3.0
76Z75,gemini-2.5-flash,resets,3.0
76Z75,gemini-2.5-pro,resets,14.0
76Z75,human,resets,1.5555555555555556
76Z75,o3,resets,10.0
76Z75,qwen3-235b-a22b-thinking-2507,resets,0.75
NF5VZ,claude-4-sonnet,resets,0.3333333333333333
NF5VZ,gemini-2.5-flash,resets,3.3333333333333335
NF5VZ,gemini-2.5-pro,resets,0.3333333333333333
NF5VZ,human,resets,1.0
NF5VZ,o3,resets,1.0
NF5VZ,qwen3-235b-a22b-thinking-2507,resets,1.0
236VK,claude-4-sonnet,resets,0.0
236VK,gemini-2.5-flash,resets,0.3333333333333333
236VK,gemini-2.5-pro,resets,0.0
236VK,human,resets,4.0
236VK,o3,resets,0.6666666666666666
236VK,qwen3-235b-a22b-thinking-2507,resets,0.0
DQ8GC,claude-4-sonnet,resets,0.0
DQ8GC,gemini-2.5-flash,resets,0.6666666666666666
DQ8GC,gemini-2.5-pro,resets,0.0
DQ8GC,human,resets,1.6666666666666667
DQ8GC,o3,resets,0.6666666666666666
DQ8GC,qwen3-235b-a22b-thinking-2507,resets,1.0
QM9XB,claude-4-sonnet,resets,0.0
QM9XB,gemini-2.5-flash,resets,0.3333333333333333
QM9XB,gemini-2.5-pro,resets,3.0
QM9XB,human,resets,2.3333333333333335
QM9XB,o3,resets,0.3333333333333333
QM9XB,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
6JVMF,claude-4-sonnet,resets,0.0
6JVMF,gemini-2.5-flash,resets,3.3333333333333335
6JVMF,gemini-2.5-pro,resets,1.6666666666666667
6JVMF,human,resets,2.888888888888889
6JVMF,o3,resets,1.0
6JVMF,qwen3-235b-a22b-thinking-2507,resets,0.3333333333333333
27JBD,claude-4-sonnet,resets,0.6666666666666666
27JBD,gemini-2.5-flash,resets,0.6666666666666666
27JBD,gemini-2.5-pro,resets,1.6666666666666667
27JBD,human,resets,3.2222222222222223
27JBD,o3,resets,0.0
27JBD,qwen3-235b-a22b-thinking-2507,resets,0.3333333333333333
VQJH6,claude-4-sonnet,resets,0.0
VQJH6,gemini-2.5-flash,resets,1.0
VQJH6,gemini-2.5-pro,resets,6.333333333333333
VQJH6,human,resets,1.2222222222222223
VQJH6,o3,resets,2.0
VQJH6,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
QQM74,claude-4-sonnet,resets,0.0
QQM74,gemini-2.5-flash,resets,5.0
QQM74,gemini-2.5-pro,resets,0.3333333333333333
QQM74,human,resets,3.6666666666666665
QQM74,o3,resets,1.3333333333333333
QQM74,qwen3-235b-a22b-thinking-2507,resets,0.0
7XF97,claude-4-sonnet,resets,2.0
7XF97,gemini-2.5-flash,resets,6.0
7XF97,gemini-2.5-pro,resets,6.666666666666667
7XF97,human,resets,1.8888888888888888
7XF97,o3,resets,1.3333333333333333
7XF97,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
BT3GB,claude-4-sonnet,resets,0.0
BT3GB,gemini-2.5-flash,resets,0.0
BT3GB,gemini-2.5-pro,resets,0.3333333333333333
BT3GB,human,resets,1.2222222222222223
BT3GB,o3,resets,0.6666666666666666
BT3GB,qwen3-235b-a22b-thinking-2507,resets,0.3333333333333333
BT2KZ,claude-4-sonnet,resets,0.0
BT2KZ,gemini-2.5-flash,resets,6.666666666666667
BT2KZ,gemini-2.5-pro,resets,1.3333333333333333
BT2KZ,human,resets,2.7777777777777777
BT2KZ,o3,resets,0.6666666666666666
BT2KZ,qwen3-235b-a22b-thinking-2507,resets,1.0
B8AKZ,claude-4-sonnet,resets,0.0
B8AKZ,gemini-2.5-flash,resets,1.3333333333333333
B8AKZ,gemini-2.5-pro,resets,1.6666666666666667
B8AKZ,human,resets,1.7777777777777777
B8AKZ,o3,resets,0.3333333333333333
B8AKZ,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
9F8AJ,claude-4-sonnet,resets,0.0
9F8AJ,gemini-2.5-flash,resets,2.3333333333333335
9F8AJ,gemini-2.5-pro,resets,18.0
9F8AJ,human,resets,4.0
9F8AJ,o3,resets,0.3333333333333333
9F8AJ,qwen3-235b-a22b-thinking-2507,resets,1.6666666666666667
4CKC2,claude-4-sonnet,resets,0.0
4CKC2,gemini-2.5-flash,resets,0.6666666666666666
4CKC2,gemini-2.5-pro,resets,6.0
4CKC2,human,resets,3.2222222222222223
4CKC2,o3,resets,0.6666666666666666
4CKC2,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
7WWW9,claude-4-sonnet,resets,0.0
7WWW9,gemini-2.5-flash,resets,2.6666666666666665
7WWW9,gemini-2.5-pro,resets,0.6666666666666666
7WWW9,human,resets,1.1111111111111112
7WWW9,o3,resets,1.0
7WWW9,qwen3-235b-a22b-thinking-2507,resets,0.0
N2NTD,claude-4-sonnet,resets,0.0
N2NTD,gemini-2.5-flash,resets,1.3333333333333333
N2NTD,gemini-2.5-pro,resets,0.0
N2NTD,human,resets,1.6666666666666667
N2NTD,o3,resets,0.3333333333333333
N2NTD,qwen3-235b-a22b-thinking-2507,resets,2.0
BY2Q7,claude-4-sonnet,resets,0.0
BY2Q7,gemini-2.5-flash,resets,3.0
BY2Q7,gemini-2.5-pro,resets,22.666666666666668
BY2Q7,human,resets,1.5555555555555556
BY2Q7,o3,resets,0.6666666666666666
BY2Q7,qwen3-235b-a22b-thinking-2507,resets,2.3333333333333335
4T8TR,claude-4-sonnet,resets,0.6666666666666666
4T8TR,gemini-2.5-flash,resets,1.6666666666666667
4T8TR,gemini-2.5-pro,resets,2.0
4T8TR,human,resets,3.888888888888889
4T8TR,o3,resets,2.0
4T8TR,qwen3-235b-a22b-thinking-2507,resets,1.0
YS322,claude-4-sonnet,resets,0.0
YS322,gemini-2.5-flash,resets,2.3333333333333335
YS322,gemini-2.5-pro,resets,11.0
YS322,human,resets,2.2222222222222223
YS322,o3,resets,0.0
YS322,qwen3-235b-a22b-thinking-2507,resets,1.0
WHGHP,claude-4-sonnet,resets,0.0
WHGHP,gemini-2.5-flash,resets,1.6666666666666667
WHGHP,gemini-2.5-pro,resets,2.3333333333333335
WHGHP,human,resets,1.8888888888888888
WHGHP,o3,resets,5.666666666666667
WHGHP,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
EAHCW,claude-4-sonnet,resets,0.0
EAHCW,gemini-2.5-flash,resets,1.0
EAHCW,gemini-2.5-pro,resets,3.3333333333333335
EAHCW,human,resets,2.111111111111111
EAHCW,o3,resets,0.3333333333333333
EAHCW,qwen3-235b-a22b-thinking-2507,resets,1.3333333333333333
83WKQ,claude-4-sonnet,resets,0.0
83WKQ,gemini-2.5-flash,resets,8.0
83WKQ,gemini-2.5-pro,resets,2.3333333333333335
83WKQ,human,resets,3.111111111111111
83WKQ,o3,resets,4.0
83WKQ,qwen3-235b-a22b-thinking-2507,resets,0.3333333333333333
3J4Z7,claude-4-sonnet,resets,0.3333333333333333
3J4Z7,gemini-2.5-flash,resets,2.0
3J4Z7,gemini-2.5-pro,resets,1.3333333333333333
3J4Z7,human,resets,2.0
3J4Z7,o3,resets,3.6666666666666665
3J4Z7,qwen3-235b-a22b-thinking-2507,resets,1.0
QDHS3,claude-4-sonnet,resets,0.3333333333333333
QDHS3,gemini-2.5-flash,resets,0.3333333333333333
QDHS3,gemini-2.5-pro,resets,0.3333333333333333
QDHS3,human,resets,1.1111111111111112
QDHS3,o3,resets,0.3333333333333333
QDHS3,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
VA6FQ,claude-4-sonnet,resets,0.0
VA6FQ,gemini-2.5-flash,resets,7.666666666666667
VA6FQ,gemini-2.5-pro,resets,1.3333333333333333
VA6FQ,human,resets,4.777777777777778
VA6FQ,o3,resets,3.0
VA6FQ,qwen3-235b-a22b-thinking-2507,resets,4.0
7VKTD,claude-4-sonnet,resets,0.0
7VKTD,gemini-2.5-flash,resets,0.6666666666666666
7VKTD,gemini-2.5-pro,resets,1.0
7VKTD,human,resets,1.4444444444444444
7VKTD,o3,resets,0.0
7VKTD,qwen3-235b-a22b-thinking-2507,resets,0.0
set,claude-4-sonnet,resets,0.0
set,gemini-2.5-flash,resets,1.3333333333333333
set,gemini-2.5-pro,resets,0.0
set,human,resets,3.7777777777777777
set,o3,resets,0.3333333333333333
set,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
XHGKQ,claude-4-sonnet,resets,0.0
XHGKQ,gemini-2.5-flash,resets,0.6666666666666666
XHGKQ,gemini-2.5-pro,resets,0.3333333333333333
XHGKQ,human,resets,1.1111111111111112
XHGKQ,o3,resets,2.3333333333333335
XHGKQ,qwen3-235b-a22b-thinking-2507,resets,0.0
F5W3N,claude-4-sonnet,resets,0.0
F5W3N,gemini-2.5-flash,resets,0.0
F5W3N,gemini-2.5-pro,resets,1.0
F5W3N,human,resets,1.7777777777777777
F5W3N,o3,resets,0.3333333333333333
F5W3N,qwen3-235b-a22b-thinking-2507,resets,0.0
JXQAW,claude-4-sonnet,resets,1.3333333333333333
JXQAW,gemini-2.5-flash,resets,0.0
JXQAW,gemini-2.5-pro,resets,4.666666666666667
JXQAW,human,resets,5.333333333333333
JXQAW,o3,resets,7.666666666666667
JXQAW,qwen3-235b-a22b-thinking-2507,resets,2.6666666666666665
4N7BB,claude-4-sonnet,resets,0.0
4N7BB,gemini-2.5-flash,resets,1.6666666666666667
4N7BB,gemini-2.5-pro,resets,0.6666666666666666
4N7BB,human,resets,1.4444444444444444
4N7BB,o3,resets,0.6666666666666666
4N7BB,qwen3-235b-a22b-thinking-2507,resets,0.3333333333333333
NTQ4Y,claude-4-sonnet,resets,0.6666666666666666
NTQ4Y,gemini-2.5-flash,resets,0.0
NTQ4Y,gemini-2.5-pro,resets,1.0
NTQ4Y,human,resets,2.7777777777777777
NTQ4Y,o3,resets,1.0
NTQ4Y,qwen3-235b-a22b-thinking-2507,resets,0.6666666666666666
DGG2C,claude-4-sonnet,resets,0.0
DGG2C,gemini-2.5-flash,resets,8.333333333333334
DGG2C,gemini-2.5-pro,resets,0.0
DGG2C,human,resets,1.6666666666666667
DGG2C,o3,resets,0.6666666666666666
DGG2C,qwen3-235b-a22b-thinking-2507,resets,0.0
